log;lesID
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3192854801 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3193054813 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3193214822 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3193364831 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3193904861 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3194774911 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3195614959 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3196675020 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0;7
2016-09-29 02:04:23, Info                  CBS    Session: 30546354_3197115045 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:23, Info                  CBS    Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3198015097 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3198305113 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3198345115 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3198805142 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3200035212 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3202615360 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3203065385 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3203755425 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3204535469 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Microsoft-Windows-RDP-WinIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16398, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3204965494 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2843630~31bf3856ad364e35~amd64~~6.1.3.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3205955551 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2862330~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3206305571 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Read out cached package applicability for package: Package_for_KB2834140~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:0;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3206335572 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:24, Info                  CBS    Session: 30546354_3207045613 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2726535~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3208475695 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3208835715 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3046269~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3209665763 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3139398~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3209785770 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2719857~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3209865774 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2603229~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3214976067 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3109560~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3215266083 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2807986~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3215406091 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3135983~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3215566100 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2667402~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3215916120 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2791765~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3216576158 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.18080, ApplicableState: 112, CurrentState:0;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3217166192 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3139940~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3217316200 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2719033~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3217556214 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB3109103~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:25, Info                  CBS    Session: 30546354_3217926235 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:25, Info                  CBS    Read out cached package applicability for package: Package_for_KB2864202~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3218366261 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3074543~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3219376318 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3040272~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3220876404 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3142042~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3222456494 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3042058~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3225106646 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3023215~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3225556672 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3108381~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3225636676 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB2868038~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3225896691 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB2750841~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3226336716 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3185911~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3226626733 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB3138910~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3226836745 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:26, Info                  CBS    Read out cached package applicability for package: Package_for_KB2862335~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:26, Info                  CBS    Session: 30546354_3227386776 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2908783~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3228776856 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB3020393~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 64, CurrentState:0;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3228966867 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2772930~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3229296886 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2621146~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3229346889 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2601626~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3229556901 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2923545~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3230196937 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2509553~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3230936980 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2758857~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3232347060 initialized by client WindowsUpdateAgent.;7
2016-09-29 02:04:27, Info                  CBS    Read out cached package applicability for package: Package_for_KB2846960~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112;7
2016-09-29 02:04:27, Info                  CBS    Session: 30546354_3233207109 initialized by client WindowsUpdateAgent.;7
